이름,플랫폼,작가,그림,장르,상태,요일,좋아요,별점,총화수,무료,줄거리,첫화링크
초월진화,naverseries,Changpan Warrior,Luan+Ningen+Lulaifozu,소년,완결,화,8,7.2,141,8화,"인류 최강자로 진화할 수 있을까?초능력이 있어야만 살아남을 수 있는 시대그리고 초능력 최하위 레벨을 지닌 명하의문의 사고로 여신의 도움을 받게 된 명하는 과연,인류 최강자가 되어 세상을 구할 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=8743565&sortOrder=DESC#priceInfo
여왕 쎄시아의 반바지,naverseries,새들,새들,순정,일시적 휴재,일,108,9.9,136,3화,"[위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?]아흔아홉 개 나라를 평정하고 통치자의 잔을 손에 쥔위대한 여왕 쎄시아, 그녀의 진짜 고민은 바로 불편한 코르셋?발렌시아 대국을 이룬 여왕 쎄시아는 복잡한 레이스와 무거운 코르셋에 조여 고통스러워 하던 중, 신뢰하는 의동생 에넌 라이언하트 공작에게 쩔어주게 편하고 아무튼 죽여주는 옷을 가져올 것을 명한다한편 대한민국 중소 의류회사에서 열정페이로 고생만 하다가 사고로 죽음을 맞은 패턴사 유리는 눈을 떠보니 쎄시아가 통치하는 중세적인 국가에서 다시 태어나버렸다낙후된 의류사정을 혁명하겠노라 다짐한 유리는 수월하게 사업을 하기 위하여 남장을 택하고 대륙 최대급 상단에서 디자이너로 일하게 되는데에넌이 유리를 발견한 순간 유리가 해내 보일 일은 대체 무엇일까접기",https://series.naver.com/comic/detail.series?productNo=6630680&sortOrder=DESC#priceInfo
신화급 귀속 아이템을 손에 넣었다,naverseries,정선율,헤스,소년,연재중,월,112,9.8,104,100화,"D급 무투계 레이더,최강의 귀속 아이템으로세계를 구할 신의 대적자가 되다접기",https://series.naver.com/comic/detail.series?productNo=8563145&sortOrder=DESC#priceInfo
그대와 나 사이의 간격,naverseries,부메랑 마스터,소서,순정,연재중,목,47,9.4,45,3화,"[노예가 되어 재회한 첫사랑 공작 후계자]시골 자작가의 장녀인 헤리에타는 왕국에서 가장 영향력 있고 부유한 가문의 후계자, 에드윈을 짝사랑한다헛된 꿈이라는 걸 알기에 그에게 말 한마디조차 건네지 못하고 속만 태우던 그녀그리고 갑자기 전해져 온 그의 약혼 소식실연의 상처에 아파하던 헤리에타가 마음을 추스르며 회복하기 시작할 무렵,“얼굴들 익혀 둬 앞으로 이곳에서 함께 지내게 될 노예니까”노예가 된 에드윈이 헤리에타의 집으로 오게 된다“더 구속하고, 더 억압해 주십시오 헤리에타 님그것이 당신에 의해서라면 저는 기쁘게 받아들일 겁니다”“뭐라……고요?”구속하고 억압해 달라니 이해하지 못할 에드윈의 요청에 헤리에타가 얼떨떨한 얼굴로 되물었다 하지만 에드윈은 그녀의 질문에 대답하는 대신 말없이 그녀의 손을 제 쪽으로 가깝게 끌어당겼다“‘그대여 그대는 나 스스로가 인정한 나의 유일한 주군이자 삶의 숨이니……’”에드윈이 고개를 숙여 헤리에타의 손등 위에 조심스럽게 입맞춤을 했다 손등에 닿은 그의 숨결이 뜨거웠다“‘……그대는 부디 그대의 충직한 검이자 충실한 종인 나를 휘두름에 주저하지 말라’”그것은 기사의 서약 중 일부분으로, 기사 작위를 하사받는 이가 앞으로 자신이 모시게 될 주군을 향해 읊는 충성의 맹세였다눈 한 번 제대로 맞출 수 없던 고귀하고 드높았던 에드윈은 이제 그녀 발아래 있었다접기",https://series.naver.com/comic/detail.series?productNo=9672468&sortOrder=DESC#priceInfo
맞바람을 핀다는 건,naverseries,소이미디어,팀 우사(소이미디어),순정,연재중,금,625,9.8,71,3화,"“어려서는 아버지인 내 말에, 결혼한 뒤에는 네 남편의 말에 순종하는 것 그게 챈들러가의 장녀인 네가 해야 하는 일이란다”평생 순종적인 딸로 자라온 스칼렛아버지의 명령에 따라 헌팅턴 공작과 결혼하기 위해 수도로 올라간다하지만 약혼자에겐 이미 내연녀가 있었고, 스칼렛은 둘 사이를 감추기 위한 가림막으로 선택되었을 뿐결혼식 전날, 스칼렛은 남편이 내연녀를 달래며 자신에 대해 하는 말을 엿듣는다“그 여자는 그냥 임신을 위한 도구일 뿐이야”아버지가 이 모든 사실을 알면서도 남편에게 자신을 팔아넘겼다는 것을 알게 된 스칼렛 결혼식 전날 밤 스칼렛은 웨딩드레스를 찢으며 다짐한다“시키는 대로 착하게 살면, 그 대가로 사랑을 받을 수 있다고 믿었다나는 더 이상 그런 거짓말에 속지 않을 것이다”남편에게서 벗어나 자유를 찾기 위해, 스칼렛은 긴 준비를 시작한다바람에는 맞바람으로 응수하고, 내게 접근하는 남자들을 이용해 남편에게 복수하리라그런데 어째 접근하는 남자들이…미모의 기사, 황위계승권이 가장 높다는 황족, 남편의 절친한 친구까지…?복수와 자유, 스칼렛은 두 가지 열매를 모두 먹을 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=9607523&sortOrder=DESC#priceInfo
악역은 곱게 죽고 싶다,naverseries,청종,샤롤,순정,시즌 휴재,수,7,9.9,75,3화,"다리에서 뛰어내렸는데 흡혈귀에 빙의하게 되었다그것도 <사냥꾼과 성녀> 속 최종 악역으로 등장하는 흡혈귀의 몸에 …어떻게든 죽어보려고 발악을 하는데, 죽여달라고 키운 남주도, 어쩌다 주워 살려준 황자도, 성녀도 다 나한테 감긴다…어떻게 하면 죽을 수 있지?접기",https://series.naver.com/comic/detail.series?productNo=9667965&sortOrder=DESC#priceInfo
어느날 짝남에게 공작님이 빙의했다,naverseries,다담,죽순,순정,연재중,일,7,9.8,40,35화,"짝사랑하던 소꿉친구의 몸에로판 속 공작님이 빙의해버렸다외모, 성적, 성격 모든 게 완벽하던 소꿉친구였는데………이 사고뭉치는 뭐야? 내 짝남 돌려내생활력 빵점 오만한 공작님과 로판 덕후 유소아의 좌충우돌 학원로맨스접기",https://series.naver.com/comic/detail.series?productNo=10149863&sortOrder=DESC#priceInfo
보스리턴,naverseries,양세준,양세준,소년,연재중,일,13,9.9,31,26화,"형님이 돌아왔다?전국구 조직의 보스 '백강훈', 믿었던 부하의 칼에 맞고 고교생으로 회귀아내의 죽음을 되풀이하지 않기 위해 폭력 없는 새 삶을 살 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=10408420&sortOrder=DESC#priceInfo
가장 썩은 것을 줄게,naverseries,,윤다,순정,연재중,목,22,10.0,16,11화,"10년을 사귄 남자친구가 다른 여자와 하룻밤을 보냈다그래서 나도 그에게 상처를 주기로 결심했다 고르고 골라서 가장 나쁘고 치사한 방법으로끝나가는 연애 끝에 다시 쓰여지는 이 관계단 한 번도 상상 해 본 적도 없는 최악으로 치닫는 상황 속에서, 우리는 다시 사랑 할 수 있을까접기",https://series.naver.com/comic/detail.series?productNo=10766371&sortOrder=DESC#priceInfo
환생 해결사,naverseries,,시대만왕,순정,연재중,월,10,9.1,215,4화,조연으로 방송계를 주름 잡던 소록하여우 조연상을 받을 정도로 연기가 뛰어나던 그녀였지만 과몰입하던 주인공 역의 팬들에게 죽임을 당한다다행인지 불행인지 '서브 여주 시스템' 하양이를 만나 수많은 섭녀들에게 빙의해 새로운 삶을 살게 되는데임무는 조연으로 전락한 여캐들의 운명을 뒤엎고 한을 풀어주는 것소록하는 과연 모든 임무를 완수할 수 있을까?접기,https://series.naver.com/comic/detail.series?productNo=6405076&sortOrder=DESC#priceInfo
천도 도서관,naverseries,횡소천애,Amateurs R&S,무협,시즌 휴재,월,3,9.9,291,11화,"도서관 화재로 죽게 된 장현 기이한 세상 속 무능력 선생이 된 자신을 발견한다모두의 질타를 받지만, 어느 날 문득 머릿속에 나타난신비의 도서관으로 인해 운명이 바뀐다사람이든 사물이든, 자신이 본 것이라면 모두 책으로 만들어져,대상의 결점까지 일목요연하게 정리되어 있다책 덕분에 모든 걸 꿰뚫어 볼 수 있게 된 장현은제자 양성을 위한 교습을 시작하는데…접기",https://series.naver.com/comic/detail.series?productNo=8957900&sortOrder=DESC#priceInfo
선빵필승!,naverseries,해미,해미,순정,연재중,일,3,7.8,15,12화,"실패한 짝사랑만 몇 번째인지 그러던 중 눈에 들어온 캠퍼스 내 광고지앱 내에서 커플 성사 시 커플 지원금 500만 원 지급소개팅 앱 체험단에 참여해서 커플이 되면 상금을 준다고?상금도 얻고, 사랑도 얻어라 소개팅 앱 <선빵필승>을 통해 얽히고설키는 삼각관계 이야기접기",https://series.naver.com/comic/detail.series?productNo=10764599&sortOrder=DESC#priceInfo
복수를 위한 결혼동맹,naverseries,윤희사,EMMA,순정,시즌 휴재,14일,35,9.9,71,전화,"황제인 남편의 음모로 죽은 론 제국의 황후 올리비아는 빈민가에 살던 이름 모를 여인의 몸으로 다시 깨어난다그 후 도착한 곳은 결별한 전 약혼자이자, 쿠데타로 자리를 빼앗긴 '진짜' 황위 계승자 루카스의 공작 저올리비아는 정체를 숨기고 루카스에게 제안한다 서로의 복수를 위한 결혼 동맹을 맺자고두 사람의 복수는 무사히 성공할 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=8427789&sortOrder=DESC#priceInfo
내 오른 눈은 신급 컴퓨터,naverseries,fanqienovel,fanqienovel,소년,연재중,목,1,10.0,21,1화,"한 번의 사고로 신비한 눈동자를 얻게 되다유선제는 3년 전 사람을 구하던 중 오른 눈이 멀게 되어 의안을 했으나  1~3년 내 실명할 수 있다는  선고를 받는다오른 눈은 유선제의 뇌신경과 융합해 독립적 사고가 가능한 인공지능으로 스스로  살 길을 찾았다미래를 예지하고,  다량의 데이터를 스캔하고, 기억 작동과 뇌의 전 영역을 활용하는  오른 눈은 다양한 난제를 해결한다 오른눈은 약한 인공지능으로 시작해  스스로 러닝학습하여 신급 인공지능으로 발달해가고, 유선제와 함께 물리학, 공간, 시간 등 우주의 비밀을 탐험하면서 많은 위험하고 기묘한 모험을 함께 겪는다접기",https://series.naver.com/comic/detail.series?productNo=10657595&sortOrder=DESC#priceInfo
그저 여명일 뿐,naverseries,우지혜,강기,순정,시즌 휴재,일,306,9.9,30,2화,"그녀는, 꼭 태풍 같았다가만히 숨죽이고 있던 그의 계절을함부로 뒤흔들어 버린“나랑 아는 사이 돼서 너한테 좋을 거 없어”“왜? 네 소문 때문에? 난 별로 신경 안 쓰는데”지켜 줄까, 깨트려 버릴까모순적인 기분에 휩싸이며, 그는 깨달았다자신은 그 안으로 들어가고 싶은 것이었다'윤준영'의 세상 속으로접기",https://series.naver.com/comic/detail.series?productNo=10042351&sortOrder=DESC#priceInfo
찔레꽃 그늘 아래,naverseries,해람,홍이,순정,연재중,일,5,10.0,16,11화,"욕망과 동란의 도시, 경성그 안에 핀 웃지 않는 꽃, 기생 이선그녀의 모든 것을 앗아갔던 남자, 한서진을 10년 만에 다시 만난다가슴을 에는 고통 매 순간 살아나는 아픈 기억 그걸 끝내는 방법은 한서진에게 복수하는 것뿐인연은 악연이 되고, 증오 위에 꽃은 피어난다 상처 입히고, 탐닉하며, 또다시 함께 떨어져 간다슬픈 낭만의 도시, 경성에서접기",https://series.naver.com/comic/detail.series?productNo=10761430&sortOrder=DESC#priceInfo
리바이브,naverseries,므다닫,므다닫,소년,연재중,금,35,9.5,36,4화,"기계 종족 '코바'와 인간이 함께 사는 세계정체불명의 거대한 전함 안에 세워진 나라 '트리스탄'에서코바족 '오드'는 3년 전, 전쟁을 멈추게 한'제네시스 웨폰'으로 개조 당하기 전의 기억을 찾기 위해대기업 'M3'를 조사하던 중,인체실험을 당하는 아이들을 발견하게 되는데오드는 아이들을 구출하고M3를 저지할 수 있을까?접기",https://series.naver.com/comic/detail.series?productNo=10544216&sortOrder=DESC#priceInfo
처음을 줄게!,naverseries,을승,을승,순정,연재중,일,2,9.7,23,18화,"스무살 소윤, 고등학교 졸업과 함께 찾아온 이별의 아픔은 잠시 첫 대학 친구들, 선배들 처음 먹는 음식, 처음 가보는 장소 첫 사랑과 첫 설렘 새로 기록하게 될 나의 모든 처음을 위하여 소심해도 할 말은 다 하는 소윤의 차곡차곡 캠퍼스 로맨스",https://series.naver.com/comic/detail.series?productNo=10584252&sortOrder=DESC#priceInfo
물어보는 사이,naverseries,성은,성은,순정,완결,56일,73,10.0,131,8화,"뱀파이어에게 물리면 건강해진다?두통으로 의도치 않게 비호감 연예인이 된 이채이우연히 톱스타인 서이준이 뱀파이어이고, 그에게 물리면 한동안 건강해진다는 걸 알게 된다물어달라 부탁하는 채이에게 이준은 계약 연애를 제안하는데접기",https://series.naver.com/comic/detail.series?productNo=6196460&sortOrder=DESC#priceInfo
퍼니게임,naverseries,배진수,배진수,소년,완결,42일,28,7.7,72,9화,"<머니게임>,<파이게임> 에서 실패를 맛본 주인공은, 마지막 <퍼니게임>에서  우승하기 위해 신체를 단련하고 정신을 다잡는다 모든 참가자 중 본인만이  유일한 게임 경험자임을 확인한 주인공은, 승리를 위해 악마가 되기로 결심한다접기",https://series.naver.com/comic/detail.series?productNo=8948630&sortOrder=DESC#priceInfo
